"","flag","clutch","comment","location","...5","...6","...7","year"
"728",788,3,NA,"WestSideExt.->Boathouse",NA,NA,NA,"2021"
"729",99,3,NA,"WestSideExt.->Boathouse",NA,NA,NA,"2021"
"730",1,3,NA,"WestSideExt.->Boathouse",NA,NA,NA,"2021"
"731",86,3,NA,"WestSideExt.->Boathouse",NA,NA,NA,"2021"
"732",763,3,"2 pips","WestSideExt.->Boathouse",NA,NA,NA,"2021"
"733",769,3,NA,"WestSideExt.->Boathouse",NA,NA,NA,"2021"
"734",166,2,NA,"WestSideExt.->Boathouse",NA,NA,NA,"2021"
"735",711,2,NA,"WestSideExt.->Boathouse",NA,NA,NA,"2021"
"736",824,1,NA,"WestSideExt.->Boathouse",NA,NA,NA,"2021"
"737",186,2,NA,"WestSideExt.->Boathouse",NA,NA,NA,"2021"
"738",305,3,NA,"WestSideExt.->Boathouse",NA,NA,NA,"2021"
"739",809,2,"1 chick","WestSideExt.->Boathouse",NA,NA,NA,"2021"
"740",360,2,NA,"WestSideExt.->Boathouse",NA,NA,NA,"2021"
"741",134,3,NA,"WestSideExt.->Boathouse",NA,NA,NA,"2021"
"742",433,2,NA,"WestSideExt.->Boathouse",NA,NA,NA,"2021"
"743",489,3,NA,"WestSideExt.->Boathouse",NA,NA,NA,"2021"
"744",126,3,NA,"WestSideExt.->Boathouse",NA,NA,NA,"2021"
"745",241,3,NA,"WestSideExt.->Boathouse",NA,NA,NA,"2021"
"746",427,3,NA,"WestSideExt.->Boathouse",NA,NA,NA,"2021"
"747",478,3,NA,"WestSideExt.->Boathouse",NA,NA,NA,"2021"
"748",461,3,NA,"WestSideExt.->Boathouse",NA,NA,NA,"2021"
"749",721,3,"GBBG","WestSideExt.->Boathouse",NA,NA,NA,"2021"
"750",837,3,NA,"WestSideExt.->Boathouse",NA,NA,NA,"2021"
"751",742,3,NA,"WestSideExt.->Boathouse",NA,NA,NA,"2021"
"752",408,3,NA,"WestSideExt.->Boathouse",NA,NA,NA,"2021"
"753",434,3,NA,"WestSideExt.->Boathouse",NA,NA,NA,"2021"
"754",799,3,NA,"WestSideExt.->Boathouse",NA,NA,NA,"2021"
"755",755,3,NA,"WestSideExt.->Boathouse",NA,NA,NA,"2021"
"756",170,3,NA,"WestSideExt.->Boathouse",NA,NA,NA,"2021"
"757",119,3,NA,"WestSideExt.->Boathouse",NA,NA,NA,"2021"
"758",23,3,NA,"WestSideExt.->Boathouse",NA,NA,NA,"2021"
"759",767,3,NA,"WestSideExt.->Boathouse",NA,NA,NA,"2021"
"760",438,3,NA,"WestSideExt.->Boathouse",NA,NA,NA,"2021"
"761",299,3,NA,"WestSideExt.->Boathouse",NA,NA,NA,"2021"
"762",757,3,NA,"WestSideExt.->Boathouse",NA,NA,NA,"2021"
"763",738,3,NA,"WestSideExt.->Boathouse",NA,NA,NA,"2021"
"764",807,3,NA,"WestSideExt.->Boathouse",NA,NA,NA,"2021"
"765",48,2,NA,"WestSideExt.->Boathouse",NA,NA,NA,"2021"
"766",NA,3,NA,"WestSideExt.->Boathouse",NA,NA,NA,"2021"
"767",NA,3,NA,"WestSideExt.->Boathouse",NA,NA,NA,"2021"
"768",NA,2,NA,"WestSideExt.->Boathouse",NA,NA,NA,"2021"
"769",NA,2,NA,"WestSideExt.->Boathouse",NA,NA,NA,"2021"
"770",NA,3,NA,"WestSideExt.->Boathouse",NA,NA,NA,"2021"
"771",NA,3,NA,"WestSideExt.->Boathouse",NA,NA,NA,"2021"
"772",NA,3,NA,"WestSide->House",NA,NA,NA,"2021"
"773",NA,3,NA,"WestSide->House",NA,NA,NA,"2021"
"774",NA,3,NA,"WestSide->House",NA,NA,NA,"2021"
"775",NA,3,NA,"WestSide->House",NA,NA,NA,"2021"
"776",NA,3,NA,"WestSide->House",NA,NA,NA,"2021"
"777",NA,3,NA,"WestSide->House",NA,NA,NA,"2021"
"778",NA,3,NA,"WestSide->House",NA,NA,NA,"2021"
"779",NA,3,NA,"WestSide->House",NA,NA,NA,"2021"
"780",NA,3,NA,"WestSide->House",NA,NA,NA,"2021"
"781",NA,3,NA,"WestSide->House",NA,NA,NA,"2021"
"782",NA,3,NA,"WestSide->House",NA,NA,NA,"2021"
"783",NA,3,"1 pip","WestSide->House",NA,NA,NA,"2021"
"784",NA,3,NA,"WestSide->House",NA,NA,NA,"2021"
"785",NA,2,NA,"WestSide->House",NA,NA,NA,"2021"
"786",NA,3,NA,"WestSide->House",NA,NA,NA,"2021"
"787",NA,5,"1 pip","WestSide->House",NA,NA,NA,"2021"
"788",NA,3,NA,"WestSide->House",NA,NA,NA,"2021"
"789",NA,1,NA,"WestSide->House",NA,NA,NA,"2021"
"790",NA,2,NA,"WestSide->House",NA,NA,NA,"2021"
"791",NA,2,NA,"WestSide->House",NA,NA,NA,"2021"
"792",NA,3,NA,"WestSide->House",NA,NA,NA,"2021"
"793",NA,2,"Begin North End","NorthEndCabin->Colony",NA,NA,NA,"2021"
"794",NA,3,NA,"NorthEndCabin->Colony",NA,NA,NA,"2021"
"795",NA,3,NA,"NorthEndCabin->Colony",NA,NA,NA,"2021"
"796",NA,3,NA,"NorthEndCabin->Colony",NA,NA,NA,"2021"
"797",NA,3,NA,"NorthEndCabin->Colony",NA,NA,NA,"2021"
"798",NA,3,NA,"NorthEndCabin->Colony",NA,NA,NA,"2021"
"799",NA,3,NA,"NorthEndCabin->Colony",NA,NA,NA,"2021"
"800",NA,2,NA,"NorthEndCabin->Colony",NA,NA,NA,"2021"
"801",NA,2,NA,"NorthEndCabin->Colony",NA,NA,NA,"2021"
"802",NA,3,NA,"NorthEndCabin->Colony",NA,NA,NA,"2021"
"803",NA,2,NA,"NorthEndCabin->Colony",NA,NA,NA,"2021"
"804",NA,3,NA,"NorthEndCabin->Colony",NA,NA,NA,"2021"
"805",NA,3,"1 chick","NorthEndCabin->Colony",NA,NA,NA,"2021"
"806",NA,2,NA,"NorthEndCabin->Colony",NA,NA,NA,"2021"
"807",NA,3,NA,"NorthEndCabin->Colony",NA,NA,NA,"2021"
"808",NA,2,NA,"NorthEndCabin->Colony",NA,NA,NA,"2021"
"809",NA,3,NA,"NorthEndCabin->Colony",NA,NA,NA,"2021"
"810",NA,2,NA,"NorthEndCabin->Colony",NA,NA,NA,"2021"
"811",NA,3,NA,"NorthEndCabin->Colony",NA,NA,NA,"2021"
"812",NA,3,NA,"NorthEndCabin->Colony",NA,NA,NA,"2021"
"813",NA,3,NA,"NorthEndCabin->Colony",NA,NA,NA,"2021"
"814",NA,3,NA,"NorthEndCabin->Colony",NA,NA,NA,"2021"
"815",NA,1,"1 pip","NorthEndCabin->Colony",NA,NA,NA,"2021"
"816",NA,3,NA,"NorthEndCabin->Colony",NA,NA,NA,"2021"
"817",NA,3,NA,"NorthEndCabin->Colony",NA,NA,NA,"2021"
"818",NA,3,NA,"NorthEndCabin->Colony",NA,NA,NA,"2021"
"819",NA,3,NA,"NorthEndCabin->Colony",NA,NA,NA,"2021"
"820",NA,3,NA,"NorthEndCabin->Colony",NA,NA,NA,"2021"
"821",NA,3,NA,"NorthEndCabin->Colony",NA,NA,NA,"2021"
"822",NA,3,NA,"NorthEndCabin->Colony",NA,NA,NA,"2021"
"823",NA,1,"1 chick","NorthEndCabin->Colony",NA,NA,NA,"2021"
"824",NA,3,NA,"NorthEndCabin->Colony",NA,NA,NA,"2021"
"825",NA,3,NA,"NorthEndCabin->Colony",NA,NA,NA,"2021"
"826",NA,3,"1 pip","NorthEndCabin->Colony",NA,NA,NA,"2021"
"827",NA,3,NA,"NorthEndCabin->Colony",NA,NA,NA,"2021"
"828",NA,3,NA,"NorthEndCabin->Colony",NA,NA,NA,"2021"
"829",NA,3,NA,"NorthEndCabin->Colony",NA,NA,NA,"2021"
"830",NA,3,"2 chicks","NorthEndCabin->Colony",NA,NA,NA,"2021"
"831",NA,3,NA,"NorthEndCabin->Colony",NA,NA,NA,"2021"
"832",NA,3,NA,"NorthEndCabin->Colony",NA,NA,NA,"2021"
"833",NA,3,NA,"NorthEndCabin->Colony",NA,NA,NA,"2021"
"834",NA,2,NA,"NorthEndCabin->Colony",NA,NA,NA,"2021"
"835",NA,2,NA,"NorthEndCabin->Colony",NA,NA,NA,"2021"
"836",NA,1,NA,"NorthEndCabin->Colony",NA,NA,NA,"2021"
"837",NA,3,NA,"NorthEndCabin->Colony",NA,NA,NA,"2021"
"838",NA,2,NA,"NorthEndCabin->Colony",NA,NA,NA,"2021"
"839",NA,3,NA,"NorthEndCabin->Colony",NA,NA,NA,"2021"
"840",NA,3,NA,"NorthEndCabin->Colony",NA,NA,NA,"2021"
"841",NA,3,NA,"NorthEndCabin->Colony",NA,NA,NA,"2021"
"842",NA,3,NA,"NorthEndCabin->Colony",NA,NA,NA,"2021"
"843",NA,3,NA,"NorthEndCabin->Colony",NA,NA,NA,"2021"
"844",NA,2,"1 pip","NorthEndCabin->Colony",NA,NA,NA,"2021"
"845",NA,3,NA,"NorthEndCabin->Colony",NA,NA,NA,"2021"
"846",NA,2,"2 chicks","NorthEndCabin->Colony",NA,NA,NA,"2021"
"847",NA,3,NA,"NorthEndCabin->Colony",NA,NA,NA,"2021"
"848",NA,3,NA,"NorthEndCabin->Colony",NA,NA,NA,"2021"
"849",NA,3,NA,"NorthEndCabin->Colony",NA,NA,NA,"2021"
"850",NA,3,NA,"NorthEndCabin->Colony",NA,NA,NA,"2021"
"851",NA,3,NA,"NorthEndCabin->Colony",NA,NA,NA,"2021"
"852",NA,3,NA,"NorthEndCabin->Colony",NA,NA,NA,"2021"
"853",NA,3,NA,"NorthEndCabin->Colony",NA,NA,NA,"2021"
"854",NA,3,NA,"NorthEndCabin->Colony",NA,NA,NA,"2021"
"855",NA,3,NA,"NorthEndCabin->Colony",NA,NA,NA,"2021"
"856",NA,3,"1 chick","NorthEndCabin->Colony",NA,NA,NA,"2021"
"857",NA,3,NA,"NorthEndCabin->Colony",NA,NA,NA,"2021"
"858",NA,2,NA,"NorthEndCabin->Colony",NA,NA,NA,"2021"
"859",NA,2,NA,"NorthEndCabin->Colony",NA,NA,NA,"2021"
"860",NA,1,NA,"NorthEndCabin->Colony",NA,NA,NA,"2021"
"861",NA,3,NA,"NorthEndCabin->Colony",NA,NA,NA,"2021"
"862",NA,2,NA,"NorthEndCabin->Colony",NA,NA,NA,"2021"
"863",NA,3,NA,"NorthEndCabin->Colony",NA,NA,NA,"2021"
"864",NA,3,NA,"NorthEndCabin->Colony",NA,NA,NA,"2021"
"865",NA,3,NA,"NorthEndCabin->Colony",NA,NA,NA,"2021"
"866",NA,2,NA,"NorthEndCabin->Colony",NA,NA,NA,"2021"
"867",NA,3,NA,"NorthEndCabin->Colony",NA,NA,NA,"2021"
"868",NA,3,NA,"NorthEndCabin->Colony",NA,NA,NA,"2021"
"869",NA,2,NA,"NorthEndCabin->Colony",NA,NA,NA,"2021"
"870",NA,3,NA,"NorthEndCabin->Colony",NA,NA,NA,"2021"
"871",NA,3,NA,"NorthEndCabin->Colony",NA,NA,NA,"2021"
"872",NA,3,NA,"NorthEndCabin->Colony",NA,NA,NA,"2021"
"873",NA,3,"3 chicks","NorthEndCabin->Colony",NA,NA,NA,"2021"
"874",NA,3,NA,"NorthEndCabin->Colony",NA,NA,NA,"2021"
"875",NA,3,NA,"NorthEndCabin->Colony",NA,NA,NA,"2021"
"876",NA,2,NA,"NorthEndCabin->Colony",NA,NA,NA,"2021"
"877",NA,3,"3 chicks","NorthEndCabin->Colony",NA,NA,NA,"2021"
"878",NA,3,NA,"NorthEndCabin->Colony",NA,NA,NA,"2021"
"879",NA,2,"1 chick, GBBG","NorthEndCabin->Colony",NA,NA,NA,"2021"
"880",NA,3,NA,"NorthEndCabin->Colony",NA,NA,NA,"2021"
"881",NA,3,NA,"NorthEndCabin->Colony",NA,NA,NA,"2021"
"882",NA,3,NA,"NorthEndCabin->Colony",NA,NA,NA,"2021"
"883",NA,3,NA,"NorthEndCabin->Colony",NA,NA,NA,"2021"
"884",NA,2,NA,"NorthEndCabin->Colony",NA,NA,NA,"2021"
"885",NA,3,NA,"NorthEndCabin->Colony",NA,NA,NA,"2021"
"886",NA,2,NA,"NorthEndCabin->Colony",NA,NA,NA,"2021"
"887",NA,3,NA,"NorthEndCabin->Colony",NA,NA,NA,"2021"
"888",NA,1,NA,"NorthEndCabin->Colony",NA,NA,NA,"2021"
"889",NA,3,NA,"NorthEndCabin->Colony",NA,NA,NA,"2021"
"890",NA,3,NA,"NorthEndCabin->Colony",NA,NA,NA,"2021"
"891",NA,2,NA,"NorthEndCabin->Colony",NA,NA,NA,"2021"
"892",NA,3,NA,"NorthEndCabin->Colony",NA,NA,NA,"2021"
"893",NA,3,NA,"NorthEndCabin->Colony",NA,NA,NA,"2021"
"894",NA,2,NA,"NorthEndCabin->Colony",NA,NA,NA,"2021"
"895",NA,3,NA,"NorthEndCabin->Colony2",NA,NA,NA,"2021"
"896",NA,2,NA,"NorthEndCabin->Colony3",NA,NA,NA,"2021"
"897",NA,3,NA,"NorthEndCabin->Colony4",NA,NA,NA,"2021"
"898",NA,2,NA,"NorthEndCabin->Colony5",NA,NA,NA,"2021"
"899",NA,3,NA,"NorthEndCabin->Colony6",NA,NA,NA,"2021"
"900",NA,3,NA,"NorthEndCabin->Colony7",NA,NA,NA,"2021"
"901",NA,2,NA,"NorthEndCabin->Colony8",NA,NA,NA,"2021"
"902",NA,2,NA,"NorthEndCabin->Colony9",NA,NA,NA,"2021"
"903",NA,3,"3 chicks","NorthEndCabin->Colony10",NA,NA,NA,"2021"
"904",NA,3,NA,"NorthEndCabin->Colony11",NA,NA,NA,"2021"
"905",NA,3,NA,"NorthEndCabin->Colony12",NA,NA,NA,"2021"
"906",NA,3,NA,"NorthEndCabin->Colony13",NA,NA,NA,"2021"
"907",NA,3,NA,"NorthEndCabin->Colony14",NA,NA,NA,"2021"
"908",NA,2,NA,"NorthEndCabin->Colony15",NA,NA,NA,"2021"
"909",NA,3,NA,"NorthEndCabin->Colony16",NA,NA,NA,"2021"
"910",NA,2,NA,"NorthEndCabin->Colony17",NA,NA,NA,"2021"
"911",NA,3,NA,"NorthEndCabin->Colony18",NA,NA,NA,"2021"
"912",NA,3,NA,"NorthEndCabin->Colony19",NA,NA,NA,"2021"
"913",NA,3,NA,"NorthEndCabin->Colony20",NA,NA,NA,"2021"
"914",NA,3,NA,"NorthEndCabin->Colony21",NA,NA,NA,"2021"
"915",NA,3,NA,"NorthEndCabin->Colony22",NA,NA,NA,"2021"
"916",NA,2,NA,"NorthEndCabin->Colony23",NA,NA,NA,"2021"
"917",NA,3,NA,"NorthEndCabin->Colony24",NA,NA,NA,"2021"
"918",NA,2,NA,"NorthEndCabin->Colony25",NA,NA,NA,"2021"
"919",NA,3,NA,"NorthEndCabin->Colony26",NA,NA,NA,"2021"
"920",NA,3,NA,"NorthEndCabin->Colony27",NA,NA,NA,"2021"
"921",NA,3,NA,"NorthEndCabin->Colony28",NA,NA,NA,"2021"
"922",NA,3,NA,"NorthEndCabin->Colony29",NA,NA,NA,"2021"
"923",NA,3,NA,"NorthEndCabin->Colony30",NA,NA,NA,"2021"
"924",NA,2,NA,"NorthEndCabin->Colony31",NA,NA,NA,"2021"
"925",NA,2,NA,"NorthEndCabin->Colony32",NA,NA,NA,"2021"
"926",NA,3,NA,"NorthEndCabin->Colony33",NA,NA,NA,"2021"
"927",NA,3,NA,"NorthEndCabin->Colony34",NA,NA,NA,"2021"
"928",NA,3,NA,"NorthEndCabin->Colony35",NA,NA,NA,"2021"
"929",NA,3,NA,"NorthEndCabin->Colony36",NA,NA,NA,"2021"
"930",NA,3,NA,"NorthEndCabin->Colony37",NA,NA,NA,"2021"
"931",NA,3,NA,"NorthEndCabin->Colony38",NA,NA,NA,"2021"
"932",NA,3,NA,"NorthEndCabin->Colony39",NA,NA,NA,"2021"
"933",NA,3,NA,"NorthEndCabin->Colony40",NA,NA,NA,"2021"
"934",NA,3,NA,"NorthEndCabin->Colony41",NA,NA,NA,"2021"
"935",NA,3,NA,"NorthEndCabin->Colony42",NA,NA,NA,"2021"
"936",NA,3,NA,"NorthEndCabin->Colony43",NA,NA,NA,"2021"
"937",NA,3,NA,"NorthEndCabin->Colony44",NA,NA,NA,"2021"
"938",NA,2,NA,"NorthEndCabin->Colony45",NA,NA,NA,"2021"
"939",NA,3,NA,"NorthEndCabin->Colony46",NA,NA,NA,"2021"
"940",NA,1,"predated","NorthEndCabin->Colony47",NA,NA,NA,"2021"
"941",NA,3,NA,"NorthEndCabin->Colony48",NA,NA,NA,"2021"
"942",NA,3,NA,"NorthEndCabin->Colony49",NA,NA,NA,"2021"
"943",NA,3,NA,"NorthEndCabin->Colony50",NA,NA,NA,"2021"
"944",NA,2,NA,"NorthEndCabin->Colony51",NA,NA,NA,"2021"
"945",NA,1,NA,"NorthEndCabin->Colony52",NA,NA,NA,"2021"
"946",NA,3,NA,"NorthEndCabin->Colony53",NA,NA,NA,"2021"
"947",NA,3,NA,"NorthEndCabin->Colony54",NA,NA,NA,"2021"
"948",NA,2,NA,"NorthEndCabin->Colony55",NA,NA,NA,"2021"
"949",NA,3,NA,"NorthEndCabin->Colony56",NA,NA,NA,"2021"
"950",NA,3,NA,"NorthEndCabin->Colony57",NA,NA,NA,"2021"
"951",NA,3,NA,"NorthEndCabin->Colony58",NA,NA,NA,"2021"
"952",NA,3,NA,"NorthEndCabin->Colony59",NA,NA,NA,"2021"
"953",NA,3,NA,"NorthEndCabin->Colony60",NA,NA,NA,"2021"
"954",NA,3,NA,"NorthEndCabin->Colony61",NA,NA,NA,"2021"
"955",NA,3,NA,"NorthEndCabin->Colony62",NA,NA,NA,"2021"
"956",NA,3,NA,"NorthEndCabin->Colony63",NA,NA,NA,"2021"
"957",NA,2,NA,"NorthEndCabin->Colony64",NA,NA,NA,"2021"
"958",NA,3,NA,"NorthEndCabin->Colony65",NA,NA,NA,"2021"
"959",NA,2,NA,"NorthEndCabin->Colony66",NA,NA,NA,"2021"
"960",NA,2,NA,"NorthEndCabin->Colony67",NA,NA,NA,"2021"
"961",NA,3,NA,"NorthEndCabin->Colony68",NA,NA,NA,"2021"
"962",NA,2,NA,"NorthEndCabin->Colony69",NA,NA,NA,"2021"
"963",NA,1,NA,"NorthEndCabin->Colony70",NA,NA,NA,"2021"
"964",NA,3,NA,"NorthEndCabin->Colony71",NA,NA,NA,"2021"
"965",NA,3,NA,"Hell",NA,NA,NA,"2021"
"966",NA,3,NA,"Hell",NA,NA,NA,"2021"
"967",NA,3,NA,"Hell",NA,NA,NA,"2021"
"968",NA,2,NA,"Hell",NA,NA,NA,"2021"
"969",NA,3,NA,"Hell",NA,NA,NA,"2021"
"970",NA,3,NA,"Hell",NA,NA,NA,"2021"
"971",NA,3,NA,"Hell",NA,NA,NA,"2021"
"972",NA,3,NA,"Hell",NA,NA,NA,"2021"
"973",NA,3,NA,"Hell",NA,NA,NA,"2021"
"974",NA,3,NA,"Hell",NA,NA,NA,"2021"
"975",NA,3,NA,"Hell",NA,NA,NA,"2021"
"976",NA,3,NA,"Hell",NA,NA,NA,"2021"
"977",NA,2,"Predated","Hell",NA,NA,NA,"2021"
"978",NA,3,NA,"Hell",NA,NA,NA,"2021"
"979",NA,3,NA,"Hell",NA,NA,NA,"2021"
"980",NA,3,NA,"Hell",NA,NA,NA,"2021"
"981",NA,3,NA,"Hell",NA,NA,NA,"2021"
"982",NA,1,NA,"Hell",NA,NA,NA,"2021"
"983",NA,2,NA,"Hell",NA,NA,NA,"2021"
"984",NA,3,NA,"Hell",NA,NA,NA,"2021"
"985",NA,3,"1 chick","Hell",NA,NA,NA,"2021"
"986",NA,3,NA,"Hell",NA,NA,NA,"2021"
"987",NA,3,NA,"Hell",NA,NA,NA,"2021"
"988",NA,3,NA,"Hell",NA,NA,NA,"2021"
"989",NA,3,NA,"Hell",NA,NA,NA,"2021"
"990",NA,3,NA,"Hell",NA,NA,NA,"2021"
"991",NA,3,NA,"Hell",NA,NA,NA,"2021"
"992",NA,3,"2 chicks","Hell",NA,NA,NA,"2021"
"993",NA,3,NA,"Hell",NA,NA,NA,"2021"
"994",NA,3,NA,"Hell",NA,NA,NA,"2021"
"995",NA,3,NA,"Hell",NA,NA,NA,"2021"
"996",NA,3,"1 chicks","Hell",NA,NA,NA,"2021"
"997",NA,2,NA,"Hell",NA,NA,NA,"2021"
"998",NA,3,NA,"Hell",NA,NA,NA,"2021"
"999",NA,3,NA,"Hell",NA,NA,NA,"2021"
"1000",NA,3,NA,"Hell",NA,NA,NA,"2021"
"1001",NA,2,NA,"Hell",NA,NA,NA,"2021"
"1002",NA,3,NA,"Hell",NA,NA,NA,"2021"
"1003",NA,2,NA,"Hell",NA,NA,NA,"2021"
"1004",NA,3,NA,"Hell",NA,NA,NA,"2021"
"1005",NA,3,NA,"Hell",NA,NA,NA,"2021"
"1006",NA,2,NA,"Hell",NA,NA,NA,"2021"
"1007",NA,2,NA,"Hell",NA,NA,NA,"2021"
"1008",NA,3,NA,"Hell",NA,NA,NA,"2021"
"1009",NA,3,NA,"Hell",NA,NA,NA,"2021"
"1010",NA,2,NA,"Hell",NA,NA,NA,"2021"
"1011",NA,3,NA,"Hell",NA,NA,NA,"2021"
"1012",NA,1,NA,"Hell",NA,NA,NA,"2021"
"1013",NA,3,NA,"Hell",NA,NA,NA,"2021"
"1014",NA,2,NA,"Hell",NA,NA,NA,"2021"
"1015",NA,3,NA,"Hell",NA,NA,NA,"2021"
"1016",NA,3,NA,"Hell",NA,NA,NA,"2021"
"1017",NA,2,NA,"Hell",NA,NA,NA,"2021"
"1018",NA,3,NA,"Hell",NA,NA,NA,"2021"
"1019",NA,3,NA,"Hell",NA,NA,NA,"2021"
"1020",NA,1,NA,"Hell",NA,NA,NA,"2021"
"1021",NA,2,NA,"Hell",NA,NA,NA,"2021"
"1022",NA,3,NA,"Hell",NA,NA,NA,"2021"
"1023",NA,3,NA,"Hell",NA,NA,NA,"2021"
"1024",NA,3,NA,"Hell",NA,NA,NA,"2021"
"1025",NA,2,NA,"Hell",NA,NA,NA,"2021"
"1026",NA,3,"2 chicks","Hell",NA,NA,NA,"2021"
"1027",NA,3,NA,"Hell",NA,NA,NA,"2021"
"1028",NA,3,NA,"Hell",NA,NA,NA,"2021"
"1029",NA,3,NA,"Hell",NA,NA,NA,"2021"
"1030",NA,2,NA,"Hell",NA,NA,NA,"2021"
"1031",NA,3,NA,"Hell",NA,NA,NA,"2021"
"1032",NA,3,NA,"Hell",NA,NA,NA,"2021"
"1033",NA,3,NA,"Hell",NA,NA,NA,"2021"
"1034",NA,2,NA,"west side extension",NA,NA,NA,"2021"
"1035",NA,3,NA,"west side extension",NA,NA,NA,"2021"
"1036",NA,3,NA,"west side extension",NA,NA,NA,"2021"
"1037",NA,2,NA,"west side extension",NA,NA,NA,"2021"
"1038",NA,1,NA,"west side extension",NA,NA,NA,"2021"
"1039",NA,3,NA,"west side extension",NA,NA,NA,"2021"
"1040",NA,2,NA,"west side extension",NA,NA,NA,"2021"
"1041",NA,3,NA,"west side extension",NA,NA,NA,"2021"
"1042",NA,1,NA,"west side extension",NA,NA,NA,"2021"
"1043",NA,3,NA,"west side extension",NA,NA,NA,"2021"
"1044",NA,2,NA,"west side extension",NA,NA,NA,"2021"
"1045",NA,3,NA,"west side extension",NA,NA,NA,"2021"
"1046",NA,2,NA,"west side extension",NA,NA,NA,"2021"
"1047",NA,3,NA,"west side extension",NA,NA,NA,"2021"
"1048",NA,3,NA,"west side extension",NA,NA,NA,"2021"
"1049",NA,3,NA,"west side extension",NA,NA,NA,"2021"
"1050",NA,3,NA,"west side extension",NA,NA,NA,"2021"
"1051",NA,2,"2 chicks","west side extension",NA,NA,NA,"2021"
"1052",NA,1,"1 chick","west side extension",NA,NA,NA,"2021"
"1053",NA,2,NA,"west side extension",NA,NA,NA,"2021"
"1054",NA,1,NA,"west side extension",NA,NA,NA,"2021"
"1055",NA,3,NA,"west side extension",NA,NA,NA,"2021"
"1056",NA,2,NA,"west side extension",NA,NA,NA,"2021"
"1057",NA,3,"2 wet chicks","west side extension",NA,NA,NA,"2021"
"1058",NA,3,NA,"west side extension",NA,NA,NA,"2021"
"1059",NA,2,NA,"west side extension",NA,NA,NA,"2021"
"1060",NA,3,NA,"west side extension",NA,NA,NA,"2021"
"1061",NA,1,NA,"west side extension",NA,NA,NA,"2021"
"1062",NA,3,NA,"west side extension",NA,NA,NA,"2021"
"1063",NA,2,NA,"west side extension",NA,NA,NA,"2021"
"1064",NA,3,NA,"west side extension",NA,NA,NA,"2021"
"1065",NA,3,NA,"west side extension",NA,NA,NA,"2021"
"1066",NA,3,NA,"west side extension",NA,NA,NA,"2021"
"1067",NA,3,NA,"west side extension",NA,NA,NA,"2021"
"1068",NA,3,NA,"west side extension",NA,NA,NA,"2021"
"1069",NA,3,NA,"west side extension",NA,NA,NA,"2021"
"1070",NA,2,NA,"west side extension",NA,NA,NA,"2021"
"1071",NA,3,NA,"west side extension",NA,NA,NA,"2021"
"1072",NA,3,NA,"west side extension",NA,NA,NA,"2021"
"1073",NA,2,NA,"west side extension",NA,NA,NA,"2021"
"1074",NA,3,NA,"west side extension",NA,NA,NA,"2021"
"1075",NA,3,NA,"west side extension",NA,NA,NA,"2021"
"1076",NA,3,NA,"west side extension",NA,NA,NA,"2021"
"1077",NA,2,NA,"west side extension",NA,NA,NA,"2021"
"1078",NA,2,NA,"west side extension",NA,NA,NA,"2021"
"1079",NA,1,NA,"west side extension",NA,NA,NA,"2021"
"1080",NA,3,NA,"west side extension",NA,NA,NA,"2021"
"1081",NA,3,NA,"west side extension",NA,NA,NA,"2021"
"1082",NA,2,NA,"west side extension",NA,NA,NA,"2021"
"1083",NA,3,NA,"west side extension",NA,NA,NA,"2021"
"1084",NA,3,NA,"west side extension",NA,NA,NA,"2021"
"1085",NA,2,NA,"west side extension",NA,NA,NA,"2021"
"1086",NA,3,NA,"west side extension",NA,NA,NA,"2021"
"1087",NA,3,NA,"west side extension",NA,NA,NA,"2021"
"1088",NA,3,NA,"west side extension",NA,NA,NA,"2021"
"1089",NA,2,NA,"west side extension",NA,NA,NA,"2021"
"1090",NA,1,"1 wet chick","west side extension",NA,NA,NA,"2021"
"1091",NA,2,NA,"west side extension",NA,NA,NA,"2021"
"1092",NA,2,NA,"west side extension",NA,NA,NA,"2021"
"1093",NA,2,NA,"west side extension",NA,NA,NA,"2021"
"1094",NA,3,NA,"west side extension",NA,NA,NA,"2021"
"1095",NA,3,NA,"west side extension",NA,NA,NA,"2021"
"1096",NA,3,NA,"west side extension",NA,NA,NA,"2021"
"1097",NA,3,NA,"west side extension",NA,NA,NA,"2021"
"1098",NA,3,NA,"west side extension",NA,NA,NA,"2021"
"1099",NA,3,NA,"west side extension",NA,NA,NA,"2021"
"1100",NA,3,NA,"west side extension",NA,NA,NA,"2021"
"1101",NA,3,NA,"west side extension",NA,NA,NA,"2021"
"1102",NA,3,NA,"west side extension",NA,NA,NA,"2021"
"1103",NA,3,NA,"west side extension",NA,NA,NA,"2021"
"1104",NA,3,NA,"west side extension",NA,NA,NA,"2021"
"1105",NA,1,NA,"west side extension",NA,NA,NA,"2021"
"1106",NA,3,NA,"west side extension",NA,NA,NA,"2021"
"1107",NA,3,NA,"west side extension",NA,NA,NA,"2021"
"1108",NA,3,NA,"west side extension",NA,NA,NA,"2021"
"1109",NA,2,NA,"west side extension",NA,NA,NA,"2021"
"1110",NA,3,NA,"west side extension",NA,NA,NA,"2021"
"1111",NA,3,NA,"west side extension",NA,NA,NA,"2021"
"1112",NA,1,NA,"west side extension",NA,NA,NA,"2021"
"1113",NA,3,NA,"west side extension",NA,NA,NA,"2021"
"1114",NA,3,NA,"west side extension",NA,NA,NA,"2021"
