"","date","species","count","notes","year"
"1",2000-06-07,"herg",0,NA,2000
"2",2000-06-07,"gbbg",0,NA,2000
"3",2000-06-07,"coei_ad",0,NA,2000
"4",2000-06-07,"coei_ju",0,NA,2000
"5",2000-06-07,"blgu",0,NA,2000
"6",2000-06-07,"puffin",0,NA,2000
"7",2000-06-07,"dcco",0,NA,2000
"8",2000-06-07,"ternsp",0,NA,2000
"9",2000-06-07,"razo",0,NA,2000
"10",2000-06-07,"lagu",0,NA,2000
"11",2000-06-07,"comu",0,NA,2000
"12",2000-06-07,"baea",0,NA,2000
"13",2000-06-07,"noga",0,NA,2000
"14",2000-06-07,"corvid",0,NA,2000
"15",2000-06-07,"peepsp",0,NA,2000
"16",2000-06-07,"seals",0,NA,2000
"17",2000-06-07,"colo",0,NA,2000
"18",2000-06-07,"cago",0,NA,2000
"19",2000-06-07,"porpoise",0,NA,2000
"20",2000-06-07,"raptor",0,NA,2000
"21",2000-06-07,"gbhe",0,NA,2000
"22",2000-06-07,"scoter",0,NA,2000
"23",2000-06-07,"shearwater",0,NA,2000
"24",2000-06-07,"wisp",0,NA,2000
"25",2000-06-07,"lbbg",0,NA,2000
"26",2000-06-08,"herg",136,"cormorant off south point, eagle at 7:20",2000
"27",2000-06-08,"gbbg",0,"cormorant off south point, eagle at 7:20",2000
"28",2000-06-08,"coei_ad",36,"cormorant off south point, eagle at 7:20",2000
"29",2000-06-08,"coei_ju",0,"cormorant off south point, eagle at 7:20",2000
"30",2000-06-08,"blgu",347,"cormorant off south point, eagle at 7:20",2000
"31",2000-06-08,"puffin",0,"cormorant off south point, eagle at 7:20",2000
"32",2000-06-08,"dcco",0,"cormorant off south point, eagle at 7:20",2000
"33",2000-06-08,"ternsp",0,"cormorant off south point, eagle at 7:20",2000
"34",2000-06-08,"razo",0,"cormorant off south point, eagle at 7:20",2000
"35",2000-06-08,"lagu",0,"cormorant off south point, eagle at 7:20",2000
"36",2000-06-08,"comu",0,"cormorant off south point, eagle at 7:20",2000
"37",2000-06-08,"baea",0,"cormorant off south point, eagle at 7:20",2000
"38",2000-06-08,"noga",0,"cormorant off south point, eagle at 7:20",2000
"39",2000-06-08,"corvid",0,"cormorant off south point, eagle at 7:20",2000
"40",2000-06-08,"peepsp",0,"cormorant off south point, eagle at 7:20",2000
"41",2000-06-08,"seals",0,"cormorant off south point, eagle at 7:20",2000
"42",2000-06-08,"colo",0,"cormorant off south point, eagle at 7:20",2000
"43",2000-06-08,"cago",0,"cormorant off south point, eagle at 7:20",2000
"44",2000-06-08,"porpoise",0,"cormorant off south point, eagle at 7:20",2000
"45",2000-06-08,"raptor",0,"cormorant off south point, eagle at 7:20",2000
"46",2000-06-08,"gbhe",0,"cormorant off south point, eagle at 7:20",2000
"47",2000-06-08,"scoter",0,"cormorant off south point, eagle at 7:20",2000
"48",2000-06-08,"shearwater",0,"cormorant off south point, eagle at 7:20",2000
"49",2000-06-08,"wisp",0,"cormorant off south point, eagle at 7:20",2000
"50",2000-06-08,"lbbg",0,"cormorant off south point, eagle at 7:20",2000
"51",2000-06-09,"herg",142,NA,2000
"52",2000-06-09,"gbbg",0,NA,2000
"53",2000-06-09,"coei_ad",33,NA,2000
"54",2000-06-09,"coei_ju",3,NA,2000
"55",2000-06-09,"blgu",273,NA,2000
"56",2000-06-09,"puffin",0,NA,2000
"57",2000-06-09,"dcco",0,NA,2000
"58",2000-06-09,"ternsp",0,NA,2000
"59",2000-06-09,"razo",0,NA,2000
"60",2000-06-09,"lagu",0,NA,2000
"61",2000-06-09,"comu",0,NA,2000
"62",2000-06-09,"baea",0,NA,2000
"63",2000-06-09,"noga",0,NA,2000
"64",2000-06-09,"corvid",0,NA,2000
"65",2000-06-09,"peepsp",0,NA,2000
"66",2000-06-09,"seals",0,NA,2000
"67",2000-06-09,"colo",0,NA,2000
